Slice,Count,Total Area,Average Size,%Area,Mean,,
G5_F2_R9_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G5_F2_R9_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G5_F2_R9_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G5_F2_R9_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G5_F2_R9_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G5_F2_R9_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G5_F2_R9_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G5_F2_R9_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C3_AW.TIF,4,0.104,0.026,0.086,1.581,0.184,0.468
G6_F1_R1_C3_B.TIF,1,0.009,0.009,0.007,0.635,0.272,0.537
G6_F1_R1_C4_AW.TIF,2,0.085,0.042,0.07,2.558,0.16,0.347
G6_F1_R1_C4_B.TIF,2,0.025,0.012,0.02,0.991,0.168,0.461
G6_F1_R1_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C6_AW.TIF,1,0.007,0.007,0.006,0.553,0.294,0.701
G6_F1_R1_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R1_C9_AW.TIF,1,0.006,0.006,0.005,0.569,0.231,0.436
G6_F1_R1_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R10_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C1_AW.TIF,1,0.021,0.021,0.017,1.31,0.152,0.357
G6_F1_R2_C1_B.TIF,1,0.02,0.02,0.016,1.187,0.176,0.377
G6_F1_R2_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R2_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R3_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C1_AW.TIF,2,0.019,0.009,0.015,0.755,0.221,0.474
G6_F1_R4_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C8_AW.TIF,1,0.015,0.015,0.012,0.791,0.302,0.642
G6_F1_R4_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R4_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C4_AW.TIF,1,0.006,0.006,0.005,0.591,0.219,0.604
G6_F1_R5_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C5_AW.TIF,1,0.006,0.006,0.005,0.355,0.643,0.853
G6_F1_R5_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R5_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C3_B.TIF,1,0.047,0.047,0.039,2.878,0.072,0.253
G6_F1_R6_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C7_AW.TIF,2,0.013,0.006,0.011,0.528,0.288,0.724
G6_F1_R6_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R6_C9_B.TIF,1,0.026,0.026,0.022,1.628,0.124,0.39
G6_F1_R7_C1_AW.TIF,2,0.043,0.021,0.046,1.561,0.115,0.395
G6_F1_R7_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C2_B.TIF,1,0.013,0.013,0.011,1.012,0.161,0.485
G6_F1_R7_C3_AW.TIF,1,0.024,0.024,0.02,1.652,0.11,0.315
G6_F1_R7_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C5_AW.TIF,1,0.11,0.11,0.091,6.41,0.034,0.102
G6_F1_R7_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C6_AW.TIF,1,0.022,0.022,0.018,1.332,0.156,0.327
G6_F1_R7_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C7_AW.TIF,1,0.102,0.102,0.084,3.072,0.136,0.449
G6_F1_R7_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C8_AW.TIF,1,0.016,0.016,0.013,1.02,0.193,0.437
G6_F1_R7_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R7_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C1_AW.TIF,2,0.029,0.015,0.032,0.57,0.565,0.677
G6_F1_R8_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C7_AW.TIF,1,0.013,0.013,0.011,0.916,0.195,0.52
G6_F1_R8_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R8_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C10_AW.TIF,1,0.006,0.006,0.005,0.467,0.325,0.658
G6_F1_R9_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C4_AW.TIF,1,0.077,0.077,0.064,4.257,0.054,0.192
G6_F1_R9_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C6_AW.TIF,1,0.041,0.041,0.034,2.564,0.079,0.211
G6_F1_R9_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C7_AW.TIF,1,0.059,0.059,0.049,2.713,0.101,0.266
G6_F1_R9_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C8_AW.TIF,1,0.015,0.015,0.012,0.966,0.2,0.548
G6_F1_R9_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F1_R9_C9_AW.TIF,1,0.063,0.063,0.052,2.565,0.119,0.261
G6_F1_R9_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C1_AW.TIF,2,0.036,0.018,0.03,0.875,0.282,0.626
G6_F2_R1_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C10_AW.TIF,1,0.133,0.133,0.144,5.124,0.064,0.22
G6_F2_R1_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C4_AW.TIF,1,0.009,0.009,0.008,0.758,0.205,0.529
G6_F2_R1_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R1_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C1_AW.TIF,1,0.066,0.066,0.167,4.459,0.042,0.13
G6_F2_R10_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C3_AW.TIF,2,0.198,0.099,0.502,3.941,0.083,0.237
G6_F2_R10_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R10_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C1_AW.TIF,1,0.026,0.026,0.022,1.517,0.143,0.432
G6_F2_R2_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C3_AW.TIF,1,0.018,0.018,0.015,1.226,0.153,0.336
G6_F2_R2_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R2_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C1_AW.TIF,1,0.076,0.076,0.063,4.41,0.049,0.216
G6_F2_R3_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C8_AW.TIF,1,0.008,0.008,0.007,0.419,0.6,0.835
G6_F2_R3_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R3_C9_AW.TIF,1,0.006,0.006,0.005,0.323,0.765,0.908
G6_F2_R3_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C1_AW.TIF,1,0.007,0.007,0.005,0.609,0.225,0.57
G6_F2_R4_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C2_AW.TIF,4,0.054,0.014,0.044,0.869,0.231,0.623
G6_F2_R4_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C7_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C8_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C9_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R4_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C1_AW.TIF,1,0.006,0.006,0.005,0.356,0.569,0.758
G6_F2_R5_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C2_AW.TIF,1,0.059,0.059,0.049,1.862,0.214,0.381
G6_F2_R5_C2_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C5_AW.TIF,1,0.013,0.013,0.01,1.179,0.113,0.302
G6_F2_R5_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C6_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C6_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C7_AW.TIF,1,0.016,0.016,0.014,0.889,0.261,0.541
G6_F2_R5_C7_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C8_AW.TIF,1,0.031,0.031,0.026,2.067,0.092,0.239
G6_F2_R5_C8_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R5_C9_AW.TIF,3,0.051,0.017,0.042,1.189,0.187,0.441
G6_F2_R5_C9_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C1_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C1_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C10_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C10_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C2_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C2_B.TIF,1,0.03,0.03,0.024,2.048,0.089,0.233
G6_F2_R6_C3_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C3_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C4_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C4_B.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C5_AW.TIF,0,0,NaN,0,NaN,NaN,NaN
G6_F2_R6_C5_B.TIF,0,0,NaN,0,NaN,NaN,NaN
